Fiscal Year Released,Recidivism Reporting Year,Main Supervising District,Release Type,Race - Ethnicity,Age At Release ,Sex,Offense Classification,Offense Type,Offense Subtype,Return to Prison,Days to Return,Recidivism Type,New Offense Classification,New Offense Type,New Offense Sub Type,Target Population
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,No
2013,2016,7JD,Parole Granted,Black - Non-Hispanic,Under 25,Female,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,113,New,C Felony,Property,Theft,No
2013,2016,7JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,No
2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,520,New,Aggravated Misdemeanor,Violent,Assault,Yes
2013,2016,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,Yes,267,Tech,,,,Yes
2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,Yes,52,Tech,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Hispanic,45-54,Female,Aggravated Misdemeanor,Public Order,OWI,No,,No Recidivism,,,,No
2013,2016,,Parole Granted,White - Non-Hispanic,55 and Older,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,296,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes
2013,2016,6JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,418,New,Aggravated Misdemeanor,Property,Burglary,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Property,Vandalism,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Other,Other Violent,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,170,New,D Felony,Property,Theft,No
2013,2016,7JD,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,206,New,Serious Misdemeanor,Violent,Assault,Yes
2013,2016,6JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes
2013,2016,6JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes
2013,2016,6JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes
2013,2016,,Paroled w/Immediate Discharge,White - Hispanic,Under 25,Female,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,628,New,D Felony,Drug,Drug Possession,Yes
2013,2016,8JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,Black - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,Black - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,Black - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,Black - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,Yes,393,Tech,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
2013,2016,7JD,Parole Granted,Black - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,436,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes
2013,2016,6JD,Parole Granted,Black - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,498,New,D Felony,Property,Burglary,No
2013,2016,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,821,New,D Felony,Drug,Drug Possession,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Public Order,Traffic,Yes,348,New,Aggravated Misdemeanor,Property,Theft,Yes
2014,2017,,,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,751,New,D Felony,Public Order,Other Public Order,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,No
2013,2016,1JD,Parole Granted,White - Non-Hispanic,45-54,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,890,New,Aggravated Misdemeanor,Property,Theft,Yes
2013,2016,3JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,3JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,8JD,Parole Granted,Black - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,Yes,292,New,D Felony,Violent,Assault,Yes
2013,2016,8JD,Released to Special Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Other,Other Criminal,No,,No Recidivism,,,,Yes
2013,2016,7JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2013,2016,7JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,167,Tech,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Drug Possession,Yes,202,Tech,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,831,New,C Felony,Property,Vandalism,Yes
2013,2016,3JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,352,Tech,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,No
2013,2016,7JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,Yes,62,Tech,,,,Yes
2013,2016,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,599,New,C Felony,Property,Burglary,Yes
2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,589,Tech,,,,Yes
2013,2016,,Parole Granted,Black - Non-Hispanic,Under 25,Male,C Felony,Violent,Assault,Yes,476,Tech,,,,Yes
2013,2016,8JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
2013,2016,8JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,Yes,425,New,Aggravated Misdemeanor,Public Order,Other Public Order,Yes
2013,2016,7JD,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,768,Tech,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,1016,New,B Felony,Violent,Murder/Manslaughter,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2013,2016,8JD,Parole Granted,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,Yes
2013,2016,,Paroled to Detainer - U.S. Marshall,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,Yes
2013,2016,6JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,362,Tech,,,,Yes
2013,2016,5JD,Released to Special Sentence,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Other,Other Criminal,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Drug,Drug Possession,Yes,135,Tech,,,,No
2013,2016,3JD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,231,Tech,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,Yes,277,New,C Felony,Property,Burglary,No
2013,2016,,Discharged - Expiration of Sentence,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Other Public Order,No,,No Recidivism,,,,No
2013,2016,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2013,2016,6JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,177,New,Serious Misdemeanor,Public Order,Traffic,Yes
2013,2016,5JD,Released to Special Sentence,White - Non-Hispanic,45-54,Male,Special Sentence 2005,Violent,Sex,No,,No Recidivism,,,,Yes
2013,2016,,Paroled to Detainer - INS,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2013,2016,,Paroled to Detainer - INS,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2013,2016,1JD,Parole Granted,Black - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Property,Theft,Yes,1065,New,D Felony,Property,Theft,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Female,D Felony,Drug,Drug Possession,Yes,295,Tech,,,,Yes
2013,2016,1JD,Parole Granted,Black - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2013,2016,6JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Special Sentence 2005,Violent,Sex,Yes,37,Tech,,,,Yes
2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,Yes,260,New,D Felony,Violent,Assault,Yes
2013,2016,2JD,Parole Granted,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,441,New,D Felony,Drug,Other Drug,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Weapons,No,,No Recidivism,,,,No
2013,2016,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,487,New,Aggravated Misdemeanor,Property,Theft,Yes
2013,2016,1JD,Parole Granted,Black - Non-Hispanic,45-54,Female,D Felony,Drug,Drug Possession,Yes,109,Tech,,,,Yes
2013,2016,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,B Felony,Violent,Murder/Manslaughter,Yes,182,Tech,,,,Yes
2013,2016,7JD,Paroled to Detainer - Out of State,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2013,2016,3JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Other Criminal,No,,No Recidivism,,,,Yes
2013,2016,3JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Other Criminal,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,989,New,Aggravated Misdemeanor,Violent,Assault,No
2014,2017,,,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2013,2016,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,Yes
2013,2016,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Vandalism,Yes,501,New,Aggravated Misdemeanor,Violent,Assault,No
2013,2016,8JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,256,Tech,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Hispanic,Under 25,Male,D Felony,Public Order,Weapons,Yes,515,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Violent,Sex,Yes,188,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,174,Tech,,,,Yes
2013,2016,8JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,185,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Other,Other Criminal,No,,No Recidivism,,,,No
2013,2016,5JD,Paroled to Detainer - INS,Black - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Weapons,Yes,795,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
2013,2016,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2013,2016,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Other Public Order,Yes,296,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
2013,2016,6JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,837,New,Aggravated Misdemeanor,Property,Theft,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,472,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,Yes,591,New,B Felony,Other,Other Criminal,No
2013,2016,,Paroled to Detainer - INS,White - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2013,2016,,Paroled to Detainer - INS,White - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2013,2016,8JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2013,2016,8JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2013,2016,7JD,Paroled to Detainer - Iowa,Black - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,Yes,330,Tech,,,,Yes
2013,2016,8JD,Parole Granted,Black - Non-Hispanic,25-34,Female,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2013,2016,8JD,Parole Granted,Black - Non-Hispanic,25-34,Female,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2013,2016,6JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Public Order,Traffic,Yes,719,New,D Felony,Drug,Drug Possession,Yes
2013,2016,,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2013,2016,,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2013,2016,3JD,Paroled to Detainer - Out of State,White - Non-Hispanic,35-44,Female,D Felony,Drug,Drug Possession,Yes,987,New,D Felony,Drug,Drug Possession,Yes
2013,2016,1JD,Parole Granted,Black - Non-Hispanic,45-54,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes
2013,2016,4JD,Parole Granted,White - Non-Hispanic,35-44,Female,B Felony,Drug,Trafficking,Yes,897,Tech,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,791,New,D Felony,Property,Theft,Yes
2013,2016,5JD,Parole Granted,White - Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,2JD,Parole Granted,Black - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,Yes,392,Tech,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,55 and Older,Male,Serious Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Female,C Felony,Violent,Other Violent,No,,No Recidivism,,,,Yes
2013,2016,6JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2013,2016,7JD,Paroled w/Immediate Discharge,Black - Non-Hispanic,Under 25,Female,D Felony,Property,Forgery/Fraud,Yes,950,New,D Felony,Property,Forgery/Fraud,Yes
2013,2016,5JD,Paroled to Detainer - U.S. Marshall,White - Non-Hispanic,45-54,Female,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,332,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
2013,2016,5JD,Parole Granted,White - Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Paroled w/Immediate Discharge,White - Non-Hispanic,25-34,Female,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,1JD,Parole Granted,Black - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2013,2016,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,417,New,Aggravated Misdemeanor,Violent,Assault,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Flight/Escape,Yes,680,New,Aggravated Misdemeanor,Property,Forgery/Fraud,No
2013,2016,5JD,Parole Granted,Black - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,Yes,195,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,426,New,B Felony,Drug,Trafficking,No
2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Violent,Other Violent,No,,No Recidivism,,,,Yes
2013,2016,,Paroled w/Immediate Discharge,Black - Non-Hispanic,55 and Older,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
2013,2016,5JD,Paroled w/Immediate Discharge,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2013,2016,3JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,316,New,Aggravated Misdemeanor,Property,Theft,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Female,B Felony,Drug,Trafficking,Yes,273,Tech,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes
